"","orthogroup.id","Estimate","SE","z.value","p.value","rep_seq_id"
"316","OG0005232",-1.642867896,1.552793155,-1.058008204,0.290051702,"01_27240"
"317","OG0006573",-1.636861873,1.274619614,-1.284196364,0.199073257,"CFBP4690_33170"
"318","OG0003501",-1.634572028,0.506798737,-3.225288285,0.001258459,"1311A_14270"
"319","OG0003764",-1.627477612,0.587152004,-2.771816497,0.005574445,"17_34220"
"320","OG0005152",-1.622282804,1.389036394,-1.167919582,0.242839205,"3498_14550"
"321","OG0003929",-1.621396883,0.602794817,-2.689798978,0.007149507,"18048_41880"
"322","OG0005428",-1.610410105,1.277484052,-1.260610731,0.20744913,"B99_27680"
"323","OG0005587",-1.609572563,1.374329135,-1.171169643,0.241530595,"17_29650"
"324","OG0005269",-1.606860064,1.22032722,-1.316745245,0.187924032,"BA29-1_30060"
"325","OG0003739",-1.605520917,0.486091294,-3.302920538,0.000956835,"1311A_12030"
"326","OG0007600",-1.60321718,1.574435874,-1.018280393,0.308544724,"AmX2_39590"
"327","OG0005427",-1.600880725,1.344763108,-1.190455565,0.233867385,"AmX2_39470"
"328","OG0005885",-1.597659417,1.436398052,-1.112267881,0.266022989,"85-10_47500"
"329","OG0002396",-1.596445191,0.666127751,-2.396605139,0.016547745,"01_30890"
"330","OG0007300",-1.594464884,1.621666112,-0.98322637,0.325496039,"CFBP3122_12160"
"331","OG0011085",-1.592724951,2.114501282,-0.753239056,0.451306273,"Mex-1_28360"
"332","OG0006056",-1.592704915,1.437473397,-1.107989141,0.267866505,"Bv5-3A_01230"
"333","OG0004936",-1.588685546,1.303629107,-1.218663758,0.222971839,"84A_30150"
"334","OG0006799",-1.587509827,1.459686673,-1.087568899,0.276785467,"CFBP7342_04560"
"335","OG0003478",-1.584378546,0.482267014,-3.285272475,0.001018838,"01_11690"
"336","OG0003502",-1.579262877,0.432502935,-3.651450079,0.000260764,"17_02920"
"337","OG0003884",-1.573586293,0.608077819,-2.587804134,0.009658989,"01_02310"
"338","OG0008043",-1.570857747,1.552534115,-1.011802402,0.311632541,"3376_32700"
"339","OG0002388",-1.565465506,0.762665206,-2.052624789,0.040108982,"01_22400"
"340","OG0006409",-1.563054067,1.548945467,-1.009108519,0.312922593,"CFBP3122_12260"
"341","OG0005290",-1.561748074,1.28711858,-1.213367671,0.224989281,"2768_08900"
"342","OG0007568",-1.56160416,1.556203126,-1.003470649,0.315633832,"AR81009_21000"
"343","OG0008645",-1.561075817,1.600249739,-0.975520119,0.329302327,"F10_33790"
"344","OG0006503",-1.560969479,1.352923643,-1.153775002,0.248592425,"A2111_26480"
"345","OG0004310",-1.558231849,0.778478546,-2.001637499,0.045323733,"01_26450"
"346","OG0007692",-1.555927169,1.53110786,-1.016210033,0.30952938,"CFBP3122_21150"
"347","OG0004104",-1.555479849,0.544713124,-2.855594588,0.004295633,"2949_21170"
"348","OG0006450",-1.554327184,1.613605556,-0.963263406,0.335415352,"01_05430"
"349","OG0007724",-1.553016545,1.707243101,-0.909663389,0.363000057,"CFBP4691_24250"
"350","OG0003178",-1.552752729,0.446202782,-3.479926149,0.000501552,"01_11570"
"351","OG0005895",-1.552143459,1.308973281,-1.18577169,0.235712475,"A7_39700"
"352","OG0006432",-1.551818337,1.353807356,-1.146262302,0.251686636,"CFBP8700_19580"
"353","OG0004034",-1.550518427,0.579338643,-2.676359409,0.007442678,"01_34370"
"354","OG0003908",-1.550262544,0.555431682,-2.791094918,0.005253007,"71_39830"
"355","OG0006919",-1.538646271,1.867033429,-0.824112866,0.40987543,"85-10_47060"
"356","OG0007211",-1.538404881,1.446704147,-1.063385962,0.287606956,"85-10_24130"
"357","OG0004185",-1.537933158,0.664110459,-2.315779156,0.02057033,"18048_06620"
"358","OG0003781",-1.5364914,0.509880294,-3.013435542,0.002583079,"85-10_44290"
"359","OG0007053",-1.535019664,1.526603931,-1.005512715,0.31465003,"CFBP8149_02390"
"360","OG0008662",-1.531712422,2.002995441,-0.764710888,0.444443721,"FDC1637_27940"
"361","OG0002882",-1.529046584,0.638755769,-2.393789081,0.016675335,"1311A_40180"
"362","OG0002411",-1.526424928,0.753108371,-2.026833037,0.042679491,"01_39900"
"363","OG0008700",-1.523347668,1.62030412,-0.940161572,0.34713469,"ISO118C5_29090"
"364","OG0006534",-1.520535136,1.213378838,-1.253141302,0.210154287,"BRIP62416_28010"
"365","OG0007595",-1.51538109,1.650284507,-0.918254449,0.358485669,"AmX2_35180"
"366","OG0002224",-1.514898529,0.661102742,-2.291472162,0.02193612,"01_02010"
"367","OG0006239",-1.50945881,1.331204076,-1.133904889,0.256834446,"CFBP1156_03030"
