"","orthogroup.id","Estimate","SE","z.value","p.value","rep_seq_id"
"241","OG0005910",-1.869736061,1.547114697,-1.208530993,0.226843082,"BB151-3_19820"
"242","OG0007753",-1.863595398,1.755280793,-1.06170785,0.288368334,"CFBP7319_10380"
"243","OG0002149",-1.859349912,1.202925085,-1.54569053,0.122179325,"01_28200"
"244","OG0004382",-1.858367318,0.705404704,-2.634469699,0.008426883,"01_04720"
"245","OG0005045",-1.848052484,1.242012759,-1.487949677,0.136764165,"3307_18460"
"246","OG0005114",-1.848052484,1.242012759,-1.487949677,0.136764165,"8590_34170"
"247","OG0005166",-1.848052484,1.242012759,-1.487949677,0.136764165,"AmX2_31100"
"248","OG0005059",-1.846172571,1.538694145,-1.199830764,0.230205074,"A2111_39630"
"249","OG0005081",-1.845299564,1.217900335,-1.515148252,0.129734864,"18048_05510"
"250","OG0008301",-1.844870168,1.628996143,-1.132519666,0.257416021,"CFBP4925_06660"
"251","OG0004982",-1.842682802,1.395916237,-1.320052559,0.18681747,"01_38720"
"252","OG0007162",-1.835734871,1.58258675,-1.159958448,0.246065724,"2955_31590"
"253","OG0005304",-1.829237328,1.256194876,-1.456173213,0.145344743,"71_22740"
"254","OG0005958",-1.829066248,1.623561775,-1.126576319,0.259921656,"1314C_01490"
"255","OG0003910",-1.826490925,0.607669461,-3.005730979,0.002649433,"17_10140"
"256","OG0006726",-1.825704632,1.610777844,-1.133430435,0.257033539,"BRE_17_11610"
"257","OG0004324",-1.819990986,0.695279476,-2.617639451,0.00885403,"3046_00950"
"258","OG0006642",-1.819024746,1.623492199,-1.120439474,0.262526531,"2957_09180"
"259","OG0008360",-1.816555538,1.718273923,-1.057197874,0.29042129,"CFBP7111_10650"
"260","OG0008305",-1.806257048,1.617075268,-1.116990089,0.263998563,"CFBP4925_19980"
"261","OG0009190",-1.79834272,1.852816508,-0.970599469,0.33174777,"BRIP62432_27800"
"262","OG0009191",-1.79834272,1.852816508,-0.970599469,0.33174777,"BRIP62432_27810"
