"","orthogroup.id","Estimate","SE","z.value","p.value","rep_seq_id"
"203","OG0006362",1.763568556,1.440175902,1.224550802,0.220744514,"A2111_17700"
"204","OG0007127",1.763793476,1.596976126,1.104458262,0.2693944,"LMG31887_21360"
"205","OG0004574",1.766073722,0.921037883,1.917482174,0.055176704,"85-10_21930"
"206","OG0004575",1.766073722,0.921037883,1.917482174,0.055176704,"A2111_07850"
"207","OG0004576",1.766073722,0.921037883,1.917482174,0.055176704,"ATCC23378_01930"
"208","OG0006324",1.766394392,1.88284038,0.938154084,0.348165231,"3075_05370"
"209","OG0004911",1.767786868,0.938899175,1.882829291,0.059723506,"17_08500"
"210","OG0004544",1.767979514,0.913436794,1.93552474,0.052925936,"3307_08400"
"211","OG0004413",1.768745984,0.761776541,2.32186985,0.020239945,"01_00700"
"212","OG0007742",1.769616611,1.934842595,0.914604948,0.36039906,"CFBP6992_27190"
"213","OG0005311",1.769656465,1.416895701,1.248967347,0.211677017,"AmX2_27860"
"214","OG0006177",1.771816435,1.522092091,1.164066514,0.244397058,"BP5178_03420"
"215","OG0005627",1.773619669,1.458748963,1.215849823,0.224042135,"AmX2_32450"
"216","OG0005841",1.77430627,1.410710646,1.257739335,0.208486042,"CFBP8700_35770"
"217","OG0000291",1.774779632,1.065555754,1.665590585,0.095794988,"01_31600"
"218","OG0006603",1.775039944,1.434195788,1.237655248,0.215843919,"DC06T4A_17030"
"219","OG0006665",1.775792177,1.42806859,1.243492216,0.213686507,"3640_31190"
"220","OG0006449",1.779133328,1.359168091,1.308986976,0.190538763,"01_05420"
"221","OG0007752",1.779272654,1.836949074,0.968602058,0.332743776,"CFBP7319_05540"
"222","OG0004411",1.782120368,0.774967049,2.299607927,0.021470443,"ATCC23378_03390"
"223","OG0004535",1.782378598,0.932131236,1.912154136,0.055856427,"01_20960"
"224","OG0004674",1.782378598,0.932131236,1.912154136,0.055856427,"01_36180"
"225","OG0004683",1.782378598,0.932131236,1.912154136,0.055856427,"2957_08660"
"226","OG0004916",1.782378598,0.932131236,1.912154136,0.055856427,"2949_24050"
"227","OG0005051",1.782378598,0.932131236,1.912154136,0.055856427,"3307_37730"
"228","OG0005089",1.782378617,0.932131233,1.912154162,0.055856424,"3307_00340"
"229","OG0006574",1.784755435,1.420721274,1.256231935,0.209031892,"CFBP4690_33260"
"230","OG0005496",1.785687226,1.538141879,1.160937915,0.245667148,"CFBP4690_32960"
"231","OG0004267",1.787918546,1.438619331,1.242801698,0.213940917,"01_34190"
"232","OG0004280",1.787918546,1.438619331,1.242801698,0.213940917,"85-10_45300"
"233","OG0004295",1.787918546,1.438619331,1.242801698,0.213940917,"01_38980"
"234","OG0001924",1.788719517,1.412780337,1.266098819,0.205477705,"01_21550"
"235","OG0005510",1.789201562,1.068976278,1.673752355,0.09417928,"2768_33130"
"236","OG0004219",1.790007473,1.389579132,1.288165194,0.197688465,"17_10250"
"237","OG0004549",1.795612646,0.897338359,2.001043005,0.045387756,"85-10_37870"
"238","OG0006364",1.799848038,1.357352333,1.325999149,0.184839979,"A7_39780"
"239","OG0004425",1.801063698,0.921004881,1.955541968,0.050519135,"17_10570"
"240","OG0006995",1.801627327,1.567977025,1.149013855,0.250550267,"CFBP1606R_10080"
"241","OG0004340",1.801836097,0.884831112,2.036361597,0.041714059,"1311A_39930"
"242","OG0006316",1.802110252,1.615641536,1.115414659,0.264672771,"3058_25680"
"243","OG0003773",1.802418233,0.663388073,2.716989204,0.006587876,"1311A_40360"
"244","OG0006997",1.802692066,1.568635495,1.149210299,0.250469275,"CFBP1976_36250"
"245","OG0004599",1.802720654,0.922724235,1.95369384,0.050737435,"3307_20820"
"246","OG0004610",1.802720654,0.922724235,1.95369384,0.050737435,"1311A_22900"
"247","OG0005528",1.803436713,1.566047064,1.151585259,0.249491542,"71_40520"
"248","OG0004540",1.803973367,0.922788344,1.954915642,0.050593028,"18048_13830"
"249","OG0004642",1.804635599,0.905679746,1.99257586,0.046307911,"85-10_22820"
"250","OG0004730",1.804635599,0.905679746,1.99257586,0.046307911,"3307_25980"
"251","OG0007396",1.806765161,1.730615224,1.044001657,0.296484623,"CFBP8700_17050"
"252","OG0006569",1.807942458,1.450241288,1.246649418,0.212526073,"CFBP4644_10290"
"253","OG0000209",1.808405604,0.913414748,1.979829653,0.047722673,"01_14740"
"254","OG0006791",1.809012915,1.558647312,1.160630055,0.245792378,"CFBP6827_20590"
"255","OG0006917",1.809063915,1.563328104,1.157187611,0.247195718,"85-10_24000"
"256","OG0004919",1.809132932,1.582914366,1.1429127,0.253074839,"3058_07040"
"257","OG0004191",1.81014304,1.246711154,1.451934584,0.146519795,"3058_17030"
"258","OG0000384",1.811671599,1.707987747,1.060705267,0.288823866,"01_15930"
"259","OG0006686",1.814636727,1.628083216,1.114584752,0.265028408,"A2111_00630"
"260","OG0006687",1.814636727,1.628083216,1.114584752,0.265028408,"A2111_35780"
"261","OG0007217",1.814706964,1.653318473,1.097614884,0.272372691,"A2111_39160"
"262","OG0005976",1.816637869,1.562582666,1.162586728,0.244997218,"3058_04350"
"263","OG0004367",1.816906828,0.761208635,2.386871015,0.016992452,"1314C_40150"
"264","OG0004368",1.816906828,0.761208635,2.386871015,0.016992452,"17_10170"
"265","OG0005844",1.821061858,1.379256091,1.320321781,0.186727606,"01_02790"
"266","OG0008590",1.821315664,2.445103631,0.74488281,0.456342568,"DE0062_34390"
"267","OG0006664",1.822354687,1.503254541,1.212272864,0.225407948,"3640_03830"
"268","OG0006099",1.829783698,1.417168117,1.291154999,0.196649936,"01_36490"
"269","OG0006994",1.830782335,1.585995772,1.154342507,0.248359776,"CFBP1156_42420"
"270","OG0006996",1.830984386,1.58614061,1.154364484,0.24835077,"CFBP1817_08770"
"271","OG0008536",1.831399423,2.481084868,0.73814461,0.460426578,"DE0062_11770"
"272","OG0008943",1.831399423,2.481084868,0.73814461,0.460426578,"XarboCFBP6681_39110"
"273","OG0006993",1.833239366,1.58753399,1.154771726,0.248183918,"CFBP1156_34230"
"274","OG0006916",1.833857468,1.578652424,1.161660059,0.245373576,"85-10_23640"
"275","OG0006762",1.833943852,1.578706737,1.161674813,0.245367581,"CFBP410_21350"
"276","OG0006915",1.834448958,1.579231547,1.161608607,0.245394484,"85-10_23480"
"277","OG0003537",1.834682661,0.667828936,2.747234453,0.006010015,"17_21410"
"278","OG0006914",1.83517744,1.579482631,1.161885167,0.245282113,"85-10_23280"
"279","OG0006572",1.835186989,1.459990467,1.256985597,0.208758851,"CFBP4690_16250"
"280","OG0004537",1.836403348,0.931242496,1.97199264,0.048610447,"01_31810"
"281","OG0004539",1.836403348,0.931242496,1.97199264,0.048610447,"1311A_04980"
"282","OG0004541",1.836403348,0.931242496,1.97199264,0.048610447,"2955_11480"
"283","OG0004545",1.836403348,0.931242496,1.97199264,0.048610447,"3307_22380"
"284","OG0004572",1.836403348,0.931242496,1.97199264,0.048610447,"3307_34220"
"285","OG0004573",1.836403348,0.931242496,1.97199264,0.048610447,"71_00410"
"286","OG0004582",1.836828531,0.931177748,1.972586368,0.048542707,"01_06190"
"287","OG0004605",1.836828531,0.931177748,1.972586368,0.048542707,"BRE_17_17600"
"288","OG0004643",1.836828531,0.931177748,1.972586368,0.048542707,"85-10_45160"
"289","OG0004708",1.836828531,0.931177748,1.972586368,0.048542707,"AmX2_31980"
"290","OG0004808",1.836828531,0.931177748,1.972586368,0.048542707,"01_17410"
"291","OG0004817",1.836828531,0.931177748,1.972586368,0.048542707,"18048_24880"
"292","OG0005027",1.836828531,0.931177748,1.972586368,0.048542707,"BA29-1_24300"
