orthogroup.id,Estimate,SE,z.value,p.value
Xanthomonas_OG0000029,-2.347481155,0.426351498,-5.505976087,3.67E-08
Xanthomonas_OG0000030,0.045269308,0.113693402,0.398170056,0.690504837
Xanthomonas_OG0000031,0.236209562,0.117742451,2.006154626,0.044839753
Xanthomonas_OG0000032,-0.065534218,0.070526154,-0.929218653,0.352775782
Xanthomonas_OG0000033,-0.235703318,0.155684721,-1.513978488,0.130031296
Xanthomonas_OG0000034,0.010043029,0.222479944,0.045141277,0.963994701
Xanthomonas_OG0000035,0.086832934,0.146020448,0.594662838,0.552068867
Xanthomonas_OG0000036,0.309676362,0.519839717,0.595715087,0.551365578
Xanthomonas_OG0000037,0.711318473,0.506555663,1.404225684,0.160251656
Xanthomonas_OG0000038,-0.102204181,0.346664321,-0.294821747,0.768130053
Xanthomonas_OG0000039,0.434541194,1.549993311,0.280350367,0.779208712
Xanthomonas_OG0000040,-0.117279538,0.36715544,-0.319427484,0.749402373
Xanthomonas_OG0000041,-1.171204953,1.240453795,-0.94417459,0.345080438
Xanthomonas_OG0000042,0.853216376,1.050834897,0.811941418,0.416825247
Xanthomonas_OG0000043,-1.057313076,1.272060217,-0.831181623,0.405871034
Xanthomonas_OG0000044,0.317853069,0.131922909,2.409384932,0.015979434
Xanthomonas_OG0000045,0.011121933,0.14564229,0.07636472,0.939128937
Xanthomonas_OG0000046,-0.102800067,0.079913469,-1.286392249,0.198306202
Xanthomonas_OG0000047,0.141485601,0.51313383,0.27572846,0.782756635
Xanthomonas_OG0000048,-0.153636992,0.77934778,-0.197135343,0.843721626
Xanthomonas_OG0000049,-0.13825824,0.177929421,-0.777039792,0.437135294
Xanthomonas_OG0000050,0.48397696,0.652376188,0.741867912,0.458167369
Xanthomonas_OG0000051,-0.163186017,0.158474694,-1.029729184,0.303137152
Xanthomonas_OG0000052,0.32478207,0.749394524,0.433392638,0.664729548
Xanthomonas_OG0000053,-0.009513043,0.269776218,-0.035262717,0.971870252
Xanthomonas_OG0000054,-0.461541574,0.465416613,-0.991674043,0.321356557
Xanthomonas_OG0000055,-0.977291209,0.455973035,-2.143309218,0.032088277
Xanthomonas_OG0000056,0.234738729,0.112786991,2.081257138,0.037410376
Xanthomonas_OG0000057,-0.152819006,0.517700231,-0.295188213,0.767850106
Xanthomonas_OG0000058,0.529891717,0.283277089,1.870577387,0.061403681
Xanthomonas_OG0000059,-0.323286966,0.224994521,-1.43686595,0.150756087
Xanthomonas_OG0000060,-2.132041656,0.454902681,-4.686808294,2.77E-06
Xanthomonas_OG0000061,-0.500804333,0.613774396,-0.81594204,0.414533286
Xanthomonas_OG0000062,-0.308029878,0.568006743,-0.542299685,0.587612072
Xanthomonas_OG0000063,-0.117852739,0.264762303,-0.445126581,0.656228281
Xanthomonas_OG0000064,0.066346581,0.193475407,0.342919971,0.731658667
Xanthomonas_OG0000065,0.517944138,0.349163952,1.483383767,0.137972478
Xanthomonas_OG0000066,-0.293677905,0.288441777,-1.018153152,0.308605179
Xanthomonas_OG0000067,-0.106608434,0.576753429,-0.184842307,0.853352724
Xanthomonas_OG0000068,-3.457783731,1.074173497,-3.219017915,0.001286304
Xanthomonas_OG0000069,-2.459556059,1.062875252,-2.314059016,0.020664485
Xanthomonas_OG0000070,-0.739681694,0.463326465,-1.596458975,0.110386358
Xanthomonas_OG0000071,0.436407974,0.369548371,1.18092247,0.237633524
Xanthomonas_OG0000072,-0.179636209,0.366919532,-0.489579305,0.624431624
Xanthomonas_OG0000073,0.193451179,0.241850176,0.799880248,0.423780183
Xanthomonas_OG0000074,-1.249014386,0.626683998,-1.993052941,0.04625565
Xanthomonas_OG0000075,0.047940599,0.146969506,0.326194191,0.744277436
Xanthomonas_OG0000076,-1.213176312,0.627203608,-1.934262329,0.053080882
Xanthomonas_OG0000077,-2.04608605,0.787907836,-2.596859628,0.009408036
Xanthomonas_OG0000078,-2.305028632,1.037511145,-2.221690479,0.02630423
Xanthomonas_OG0000079,-0.780835611,0.463792523,-1.683588184,0.092261284
Xanthomonas_OG0000080,-0.285710542,0.311787555,-0.91636288,0.359476598
Xanthomonas_OG0000081,-0.896980539,0.452431621,-1.98257703,0.047414695
Xanthomonas_OG0000082,0.402602373,0.212277139,1.89658846,0.057882275
Xanthomonas_OG0000083,-0.485014693,0.32797751,-1.478804731,0.139192511
Xanthomonas_OG0000084,-0.750231705,0.359528116,-2.086712197,0.036914158
Xanthomonas_OG0000085,-0.543005993,0.267991933,-2.026202753,0.042744012
Xanthomonas_OG0000086,-0.596097827,0.510085288,-1.168623839,0.242555219
Xanthomonas_OG0000087,-0.255108754,0.526787409,-0.484272687,0.628192357
Xanthomonas_OG0000088,-1.262390028,0.582515286,-2.16713631,0.030224462
Xanthomonas_OG0000089,0.279919121,0.274430932,1.019998433,0.307729204
Xanthomonas_OG0000090,-0.816656873,0.401186453,-2.035604313,0.041790104
Xanthomonas_OG0000091,-0.430611032,0.304956501,-1.412040835,0.157937938
Xanthomonas_OG0000092,-0.989950417,0.365068328,-2.711685294,0.006694211
Xanthomonas_OG0000093,-0.055308041,0.26296486,-0.210324837,0.833414152
Xanthomonas_OG0000094,-0.598520218,0.466460658,-1.28310975,0.199453628
Xanthomonas_OG0000095,-5.315498457,1.104071189,-4.814452647,1.48E-06
Xanthomonas_OG0000096,1.159422295,0.345424141,3.356517847,0.000789306
Xanthomonas_OG0000097,-0.057118319,0.274307996,-0.208226956,0.835051762
Xanthomonas_OG0000098,0.386267724,0.389506423,0.991685122,0.321351151
Xanthomonas_OG0000099,0.301599432,0.184272576,1.636702755,0.101692593
Xanthomonas_OG0000100,-0.570161962,0.454529427,-1.254400545,0.209696454
Xanthomonas_OG0000101,0.294354641,0.322316006,0.9132486,0.361111809
