"genes","255531","255527","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p","Empirical_p"
"Xanthomonas_OG0002949","0","0","0","46","152","0","0.0","0.0","0.0","3.641481190311916e-46","6.905340781188486e-42","2.301780260396162e-42","11","0","11","0.0009765625","0.0009765625","0.000999000999000999"
"Xanthomonas_OG0003339","0","0","0","46","152","0","0.0","0.0","0.0","3.641481190311916e-46","6.905340781188486e-42","2.301780260396162e-42","11","0","11","0.0009765625","0.0009765625","0.000999000999000999"
"Xanthomonas_OG0003387","0","0","0","46","152","0","0.0","0.0","0.0","3.641481190311916e-46","6.905340781188486e-42","2.301780260396162e-42","11","0","11","0.0009765625","0.0009765625","0.000999000999000999"
"Xanthomonas_OG0003512","0","0","1","46","151","0","0.6578947368421052","0.0","0.0","1.7114961594466003e-44","3.245510167158588e-40","2.7045918059654903e-41","11","0","11","0.0009765625","0.0009765625","0.000999000999000999"
"Xanthomonas_OG0003522","0","0","1","46","151","0","0.6578947368421052","0.0","0.0","1.7114961594466003e-44","3.245510167158588e-40","2.7045918059654903e-41","11","0","11","0.0009765625","0.0009765625","0.000999000999000999"
"Xanthomonas_OG0003523","0","0","1","46","151","0","0.6578947368421052","0.0","0.0","1.7114961594466003e-44","3.245510167158588e-40","2.7045918059654903e-41","11","0","11","0.0009765625","0.0009765625","0.000999000999000999"
"Xanthomonas_OG0003524","0","0","1","46","151","0","0.6578947368421052","0.0","0.0","1.7114961594466003e-44","3.245510167158588e-40","2.7045918059654903e-41","11","0","11","0.0009765625","0.0009765625","0.000999000999000999"
"Xanthomonas_OG0003525","0","0","1","46","151","0","0.6578947368421052","0.0","0.0","1.7114961594466003e-44","3.245510167158588e-40","2.7045918059654903e-41","11","0","11","0.0009765625","0.0009765625","0.000999000999000999"
"Xanthomonas_OG0003526","0","0","1","46","151","0","0.6578947368421052","0.0","0.0","1.7114961594466003e-44","3.245510167158588e-40","2.7045918059654903e-41","11","0","11","0.0009765625","0.0009765625","0.000999000999000999"
"Xanthomonas_OG0003527","0","0","1","46","151","0","0.6578947368421052","0.0","0.0","1.7114961594466003e-44","3.245510167158588e-40","2.7045918059654903e-41","11","0","11","0.0009765625","0.0009765625","0.000999000999000999"
"Xanthomonas_OG0003528","0","0","1","46","151","0","0.6578947368421052","0.0","0.0","1.7114961594466003e-44","3.245510167158588e-40","2.7045918059654903e-41","11","0","11","0.0009765625","0.0009765625","0.000999000999000999"
"Xanthomonas_OG0003529","0","0","1","46","151","0","0.6578947368421052","0.0","0.0","1.7114961594466003e-44","3.245510167158588e-40","2.7045918059654903e-41","11","0","11","0.0009765625","0.0009765625","0.000999000999000999"
"Xanthomonas_OG0003950","0","0","0","45","152","1","0.0","2.1739130434782608","0.0","5.571466221177229e-44","1.0565171395218379e-39","8.127054919398753e-41","10","0","10","0.001953125","0.001953125","0.001998001998001998"
"Xanthomonas_OG0003511","0","0","2","46","150","0","1.3157894736842104","0.0","0.0","4.10759078267184e-43","7.78922440118061e-39","4.868265250737881e-40","11","0","11","0.0009765625","0.0009765625","0.000999000999000999"
"Xanthomonas_OG0003513","0","0","2","46","150","0","1.3157894736842104","0.0","0.0","4.10759078267184e-43","7.78922440118061e-39","4.868265250737881e-40","11","0","11","0.0009765625","0.0009765625","0.000999000999000999"
"Xanthomonas_OG0003514","0","0","2","46","150","0","1.3157894736842104","0.0","0.0","4.10759078267184e-43","7.78922440118061e-39","4.868265250737881e-40","11","0","11","0.0009765625","0.0009765625","0.000999000999000999"
"Xanthomonas_OG0003587","0","0","1","45","151","1","0.6578947368421052","2.1739130434782608","0.00014716703458425313","2.5464877963851227e-42","4.828904808285108e-38","2.6827248934917265e-39","11","1","10","0.01171875","0.01171875","0.000999000999000999"
"Xanthomonas_OG0003909","0","0","1","45","151","1","0.6578947368421052","2.1739130434782608","0.00014716703458425313","2.5464877963851227e-42","4.828904808285108e-38","2.6827248934917265e-39","11","1","10","0.01171875","0.01171875","0.000999000999000999"
"Xanthomonas_OG0003458","0","0","3","46","149","0","1.9736842105263157","0.0","0.0","6.709064945030673e-42","1.2722399855261665e-37","5.531478197939854e-39","11","0","11","0.0009765625","0.0009765625","0.000999000999000999"
"Xanthomonas_OG0003475","0","0","3","46","149","0","1.9736842105263157","0.0","0.0","6.709064945030673e-42","1.2722399855261665e-37","5.531478197939854e-39","11","0","11","0.0009765625","0.0009765625","0.000999000999000999"
"Xanthomonas_OG0003483","0","0","3","46","149","0","1.9736842105263157","0.0","0.0","6.709064945030673e-42","1.2722399855261665e-37","5.531478197939854e-39","11","0","11","0.0009765625","0.0009765625","0.000999000999000999"
"Xanthomonas_OG0003484","0","0","3","46","149","0","1.9736842105263157","0.0","0.0","6.709064945030673e-42","1.2722399855261665e-37","5.531478197939854e-39","11","0","11","0.0009765625","0.0009765625","0.000999000999000999"
"Xanthomonas_OG0003494","0","0","3","46","149","0","1.9736842105263157","0.0","0.0","6.709064945030673e-42","1.2722399855261665e-37","5.531478197939854e-39","11","0","11","0.0009765625","0.0009765625","0.000999000999000999"
"Xanthomonas_OG0003583","0","0","2","45","150","1","1.3157894736842104","2.1739130434782608","0.0002962962962962963","5.945737657917491e-41","1.1274902320708938e-36","4.697875966962057e-38","11","1","10","0.01171875","0.01171875","0.001998001998001998"
"Xanthomonas_OG0003485","0","0","4","46","148","0","2.631578947368421","0.0","0.0","8.386331181288342e-41","1.5902999819077083e-36","6.361199927630833e-38","11","0","11","0.0009765625","0.0009765625","0.000999000999000999"
"Xanthomonas_OG0003599","0","0","1","38","151","8","0.6578947368421052","17.391304347826086","0.0013942140118508191","1.204685690375664e-31","2.2844454746593716e-27","8.78632874868989e-29","10","1","9","0.021484375","0.021484375","0.000999000999000999"
"Xanthomonas_OG0003554","0","0","3","37","149","9","1.9736842105263157","19.565217391304348","0.0048975149646290584","4.846931267778922e-28","9.191235763089169e-24","3.4041613937367293e-25","6","2","5","0.21875","0.6875","0.04995004995004995"
"Xanthomonas_OG0003356","0","0","21","43","131","3","13.815789473684212","6.521739130434782","0.011184093733357003","5.933353450029375e-24","1.1251418147290704e-19","4.0183636240323945e-21","8","3","5","0.7265625","0.7265625","0.01998001998001998"
"Xanthomonas_OG0004611","0","0","4","34","148","12","2.631578947368421","26.08695652173913","0.009538950715421303","1.0445504896532021e-23","1.9807810935293672e-19","6.6026036450978905e-21","3","1","3","0.25","1.0","0.023976023976023976"
"Xanthomonas_OG0004612","0","0","4","34","148","12","2.631578947368421","26.08695652173913","0.009538950715421303","1.0445504896532021e-23","1.9807810935293672e-19","6.6026036450978905e-21","3","1","3","0.25","1.0","0.013986013986013986"
"Xanthomonas_OG0004937","0","0","2","29","150","17","1.3157894736842104","36.95652173913043","0.007816091954022988","1.2623058773702617e-20","2.3937106352572274e-16","7.721647210507185e-18","5","2","4","0.375","1.0","0.03596403596403597"
"Xanthomonas_OG0004215","0","0","22","40","130","6","14.473684210526317","13.043478260869565","0.025384615384615384","1.0065817011415314e-19","1.908780879874686e-15","5.964940249608394e-17","4","2","3","0.625","1.0","0.4375"
"Xanthomonas_OG0005696","0","0","0","24","152","22","0.0","47.82608695652174","0.0","1.5874477365059107e-18","3.010277142736158e-14","9.122051947685328e-16","5","0","5","0.0625","0.0625","0.001998001998001998"
"Xanthomonas_OG0004382","0","0","11","33","141","13","7.236842105263158","28.26086956521739","0.030732860520094562","7.522019132677414e-18","1.426400488129618e-13","4.195295553322406e-15","3","2","2","1.0","1.0","1.0"
"Xanthomonas_OG0004796","0","0","8","29","144","17","5.263157894736842","36.95652173913043","0.032567049808429116","5.578985701253802e-16","1.0579430585287585e-11","2.93873071813544e-13","7","4","4","1.0","1.0","0.8125"
"Xanthomonas_OG0004830","0","0","8","29","144","17","5.263157894736842","36.95652173913043","0.032567049808429116","5.578985701253802e-16","1.0579430585287585e-11","2.93873071813544e-13","7","4","4","1.0","1.0","0.78125"
"Xanthomonas_OG0004245","0","0","17","34","135","12","11.18421052631579","26.08695652173913","0.044444444444444446","7.529376349160528e-16","1.427795637091311e-11","3.792710809894268e-13","8","6","3","0.2890625","0.7265625","0.6875"
"Xanthomonas_OG0003991","0","0","15","33","137","13","9.868421052631579","28.26086956521739","0.043132050431320505","7.60022205220599e-16","1.441230107759822e-11","3.792710809894268e-13","9","4","6","0.5078125","1.0","0.03996003996003996"
"Xanthomonas_OG0004002","1","0","25","37","127","9","16.447368421052634","19.565217391304348","0.047882528197488824","1.882957476318685e-15","3.570652262343122e-11","8.708907956934445e-13","9","3","7","0.1796875","0.5078125","0.001998001998001998"
"Xanthomonas_OG0004172","1","0","25","37","127","9","16.447368421052634","19.565217391304348","0.047882528197488824","1.882957476318685e-15","3.570652262343122e-11","8.708907956934445e-13","9","3","7","0.1796875","0.5078125","0.000999000999000999"
"Xanthomonas_OG0004173","1","0","25","37","127","9","16.447368421052634","19.565217391304348","0.047882528197488824","1.882957476318685e-15","3.570652262343122e-11","8.708907956934445e-13","9","3","7","0.1796875","0.5078125","0.001998001998001998"
"Xanthomonas_OG0004193","0","0","23","36","129","10","15.131578947368421","21.73913043478261","0.04952627045650301","2.9365717933944093e-15","5.568621091813818e-11","1.3258621647175757e-12","4","1","4","0.125","0.625","0.001998001998001998"
"Xanthomonas_OG0003381","1","1","106","3","46","43","69.73684210526315","93.47826086956522","33.028985507246375","3.909450327022775e-15","7.413490655133287e-11","1.7240675942170434e-12","8","6","2","0.2890625","0.2890625","0.20588235294117646"
"Xanthomonas_OG0003752","0","0","51","44","101","2","33.55263157894737","4.3478260869565215","0.022952295229522954","5.061586264442296e-15","9.598286033261926e-11","2.181428643923165e-12","8","2","7","0.0703125","0.2890625","0.004995004995004995"
"Xanthomonas_OG0002801","1","1","123","8","29","38","80.92105263157895","82.6086956521739","20.146551724137932","5.215806702947386e-15","9.890734250799127e-11","2.1979409446220283e-12","10","7","3","0.34375","0.34375","0.375"
"Xanthomonas_OG0004324","0","0","12","30","140","16","7.894736842105263","34.78260869565217","0.045714285714285714","1.1167730115529833e-14","2.117736661807922e-10","4.603775351756352e-12","6","5","2","0.21875","0.6875","0.28125"
"Xanthomonas_OG0003598","0","1","106","4","46","42","69.73684210526315","91.30434782608695","24.195652173913043","6.079574945400947e-14","1.1528697968963816e-09","2.452914461481663e-11","7","5","3","0.453125","1.0","0.1028971028971029"
"Xanthomonas_OG0003916","0","0","20","33","132","13","13.157894736842104","28.26086956521739","0.05968778696051423","9.030898969604425e-14","1.712529371606087e-09","3.5677695241793476e-11","9","4","6","0.5078125","1.0","0.04095904095904096"
"Xanthomonas_OG0003932","0","0","51","43","101","3","33.55263157894737","6.521739130434782","0.03522910430577941","1.0116583995774165e-13","1.918407823118655e-09","3.88635215454966e-11","7","3","6","0.125","1.0","0.000999000999000999"
"Xanthomonas_OG0004104","0","0","18","32","134","14","11.842105263157894","30.434782608695656","0.058768656716417914","1.024719758094621e-13","1.9431760772748297e-09","3.88635215454966e-11","8","4","5","0.7265625","1.0","0.06293706293706294"
"Xanthomonas_OG0005769","0","0","2","21","150","25","1.3157894736842104","54.347826086956516","0.015873015873015872","1.1866744691956156e-13","2.250290795935646e-09","4.327482299876242e-11","2","1","2","0.5","1.0","0.03696303696303696"
"Xanthomonas_OG0005770","0","0","2","21","150","25","1.3157894736842104","54.347826086956516","0.015873015873015872","1.1866744691956156e-13","2.250290795935646e-09","4.327482299876242e-11","2","1","2","0.5","1.0","0.022977022977022976"
"Xanthomonas_OG0003922","0","0","52","43","100","3","34.21052631578947","6.521739130434782","0.03627906976744186","1.5376333582348804e-13","2.9158141372208038e-09","5.501536107963781e-11","7","3","6","0.125","1.0","0.004995004995004995"
"Xanthomonas_OG0003989","0","0","43","41","109","5","28.289473684210524","10.869565217391305","0.048109196688297155","1.5976330294624352e-13","3.029591513769616e-09","5.508348206853847e-11","8","4","4","1.0","1.0","0.71875"
"Xanthomonas_OG0003990","0","0","43","41","109","5","28.289473684210524","10.869565217391305","0.048109196688297155","1.5976330294624352e-13","3.029591513769616e-09","5.508348206853847e-11","8","4","4","1.0","1.0","0.625"
"Xanthomonas_OG0003497","0","0","34","38","118","8","22.36842105263158","17.391304347826086","0.060660124888492414","1.9252446927006661e-13","3.650841510768273e-09","6.404985106611006e-11","7","2","6","0.125","0.453125","0.000999000999000999"
"Xanthomonas_OG0003957","0","0","34","38","118","8","22.36842105263158","17.391304347826086","0.060660124888492414","1.9252446927006661e-13","3.650841510768273e-09","6.404985106611006e-11","8","4","6","0.2890625","1.0","0.04395604395604396"
"Xanthomonas_OG0003995","0","0","44","41","108","5","28.947368421052634","10.869565217391305","0.04968383017163505","2.1048055584751806e-13","3.991342780536485e-09","6.881625483683595e-11","8","4","4","1.0","1.0","0.65625"
"Xanthomonas_OG0003696","0","0","53","43","99","3","34.868421052631575","6.521739130434782","0.037350246652572236","2.5597421978565424e-13","4.854039129795362e-09","8.090065216325602e-11","9","2","7","0.1796875","0.1796875","0.25"
"Xanthomonas_OG0003918","0","0","53","43","99","3","34.868421052631575","6.521739130434782","0.037350246652572236","2.5597421978565424e-13","4.854039129795362e-09","8.090065216325602e-11","7","3","6","0.125","1.0","0.001998001998001998"
"Xanthomonas_OG0003814","0","0","45","41","107","5","29.605263157894733","10.869565217391305","0.05128789605653066","3.350023221592449e-13","6.352649035105761e-09","1.0414178746075018e-10","8","4","4","1.0","1.0","0.9375"
"Xanthomonas_OG0003622","0","0","63","45","89","1","41.44736842105263","2.1739130434782608","0.015730337078651686","3.5935606881247046e-13","6.814469132890877e-09","1.0991079246598189e-10","8","1","7","0.0703125","0.0703125","0.25"
"Xanthomonas_OG0003744","0","0","49","42","103","4","32.23684210526316","8.695652173913043","0.045307443365695796","4.20293672133014e-13","7.970028904658344e-09","1.265083953120372e-10","7","2","5","0.453125","0.453125","0.6875"
"Xanthomonas_OG0005628","0","0","3","21","149","25","1.9736842105263157","54.347826086956516","0.023969319271332695","8.20043130549022e-13","1.5550477884601105e-08","2.4297621694689227e-10","4","3","3","0.625","0.625","0.5"
"Xanthomonas_OG0003321","0","1","101","4","51","42","66.44736842105263","91.30434782608695","20.794117647058822","1.0056922825175885e-12","1.907094275338103e-08","2.933991192827851e-10","7","3","4","1.0","1.0","0.6875"
"Xanthomonas_OG0003755","0","0","47","41","105","5","30.92105263157895","10.869565217391305","0.0545876887340302","1.5321731287986704e-12","2.9054599041409187e-08","4.402211975971089e-10","7","4","4","1.0","1.0","0.96875"
"Xanthomonas_OG0003981","0","0","48","41","104","5","31.57894736842105","10.869565217391305","0.05628517823639775","2.1002054739918306e-12","3.9826196403307086e-08","5.944208418404043e-10","9","4","5","1.0","1.0","0.625"
"Xanthomonas_OG0003347","1","1","114","8","38","38","75.0","82.6086956521739","14.25","2.590174902200265e-12","4.9117486670423625e-08","7.223159804474062e-10","9","6","3","0.5078125","0.5078125","0.5625"
"Xanthomonas_OG0005582","0","0","3","20","149","26","1.9736842105263157","56.52173913043478","0.026174496644295303","4.839465317502467e-12","9.177078081579927e-08","1.330011316171004e-09","4","1","3","0.625","0.625","0.04795204795204795"
"Xanthomonas_OG0003960","0","0","28","34","124","12","18.421052631578945","26.08695652173913","0.07969639468690702","6.9872970498766275e-12","1.325001139568105e-07","1.8661987881240915e-09","5","4","3","0.375","1.0","0.4375"
"Xanthomonas_OG0003965","0","0","28","34","124","12","18.421052631578945","26.08695652173913","0.07969639468690702","6.9872970498766275e-12","1.325001139568105e-07","1.8661987881240915e-09","5","4","3","0.375","1.0","0.59375"
"Xanthomonas_OG0003975","0","0","31","35","121","11","20.394736842105264","23.91304347826087","0.08051948051948052","8.744848864667065e-12","1.6582856902068157e-07","2.3031745697316886e-09","5","3","4","0.375","1.0","0.030969030969030968"
"Xanthomonas_OG0003389","1","1","100","5","52","41","65.78947368421053","89.13043478260869","15.76923076923077","1.7328931698225633e-11","3.286085317934527e-07","4.440655835046658e-09","8","5","4","0.7265625","1.0","0.4375"
"Xanthomonas_OG0003694","1","0","100","5","52","41","65.78947368421053","89.13043478260869","15.76923076923077","1.7328931698225633e-11","3.286085317934527e-07","4.440655835046658e-09","8","5","4","0.7265625","1.0","0.4375"
"Xanthomonas_OG0004378","0","0","14","27","138","19","9.210526315789473","41.30434782608695","0.07139023081052066","1.91834291861698e-11","3.6377536765733793e-07","4.850338235431172e-09","6","6","2","0.03125","0.6875","0.002997002997002997"
"Xanthomonas_OG0005630","0","0","2","18","150","28","1.3157894736842104","60.86956521739131","0.02074074074074074","2.525297163750309e-11","4.788721011619711e-07","6.30094869949962e-09","3","1","3","0.25","1.0","0.000999000999000999"
"Xanthomonas_OG0003690","0","0","57","42","95","4","37.5","8.695652173913043","0.05714285714285714","4.751683290628107e-11","9.01061702401808e-07","1.12632712800226e-08","8","2","6","0.2890625","0.2890625","0.28125"
"Xanthomonas_OG0003695","0","0","57","42","95","4","37.5","8.695652173913043","0.05714285714285714","4.751683290628107e-11","9.01061702401808e-07","1.12632712800226e-08","7","3","5","0.453125","1.0","0.12421052631578948"
"Xanthomonas_OG0003713","0","0","57","42","95","4","37.5","8.695652173913043","0.05714285714285714","4.751683290628107e-11","9.01061702401808e-07","1.12632712800226e-08","7","2","6","0.125","0.453125","0.40625"
"Xanthomonas_OG0003719","0","0","57","42","95","4","37.5","8.695652173913043","0.05714285714285714","4.751683290628107e-11","9.01061702401808e-07","1.12632712800226e-08","7","2","6","0.125","0.453125","0.3125"
"Xanthomonas_OG0003712","0","0","58","42","94","4","38.15789473684211","8.695652173913043","0.05876393110435663","5.359735315174007e-11","1.016366607816447e-06","1.2394714729468866e-08","8","2","6","0.2890625","0.2890625","0.21875"
"Xanthomonas_OG0003729","0","0","58","42","94","4","38.15789473684211","8.695652173913043","0.05876393110435663","5.359735315174007e-11","1.016366607816447e-06","1.2394714729468866e-08","8","2","6","0.2890625","0.2890625","0.59375"
"Xanthomonas_OG0003396","0","0","74","45","78","1","48.68421052631579","2.1739130434782608","0.021082621082621083","5.712345691985356e-11","1.083232113571183e-06","1.3050989320134736e-08","7","1","7","0.015625","0.125","0.002997002997002997"
"Xanthomonas_OG0003617","0","0","59","42","93","4","38.81578947368421","8.695652173913043","0.06041986687147977","7.320366572978857e-11","1.3881611132339805e-06","1.6331307214517418e-08","8","3","5","0.7265625","0.7265625","0.25"
"Xanthomonas_OG0003720","0","0","59","42","93","4","38.81578947368421","8.695652173913043","0.06041986687147977","7.320366572978857e-11","1.3881611132339805e-06","1.6331307214517418e-08","8","2","6","0.2890625","0.2890625","0.21212121212121213"
"Xanthomonas_OG0003277","1","1","51","40","101","6","33.55263157894737","13.043478260869565","0.07574257425742574","7.93392124695578e-11","1.5045094860602247e-06","1.7494296349537496e-08","9","5","5","1.0","1.0","0.625"
"Xanthomonas_OG0003815","0","0","55","41","97","5","36.18421052631579","10.869565217391305","0.06914759869248177","8.203089285703595e-11","1.5555518212479727e-06","1.7879905991356007e-08","6","4","3","0.6875","1.0","0.59375"
"Xanthomonas_OG0003769","0","0","1","16","151","30","0.6578947368421052","65.21739130434783","0.012417218543046357","9.950837469445007e-11","1.8869773093308566e-06","2.140474269640215e-08","9","1","8","0.0390625","0.0390625","0.000999000999000999"
"Xanthomonas_OG0004403","0","0","14","26","138","20","9.210526315789473","43.47826086956522","0.07803790412486064","1.0045995359277493e-10","1.9050220999797912e-06","2.140474269640215e-08","6","6","2","0.03125","0.6875","0.001998001998001998"
"Xanthomonas_OG0003307","1","0","69","44","83","2","45.39473684210527","4.3478260869565215","0.03778751369112815","1.0425547203512481e-10","1.976996516202072e-06","2.19666279578008e-08","10","1","9","0.021484375","0.021484375","0.000999000999000999"
"Xanthomonas_OG0005519","0","0","4","19","148","27","2.631578947368421","58.69565217391305","0.03840682788051209","1.3509851767247527e-10","2.5618731906231485e-06","2.8152452644210423e-08","3","2","2","1.0","1.0","0.46875"
"Xanthomonas_OG0005956","0","0","2","17","150","29","1.3157894736842104","63.04347826086957","0.022745098039215685","1.4053964244500203e-10","2.6650532396845733e-06","2.8967969996571448e-08","3","1","2","1.0","1.0","0.4375"
"Xanthomonas_OG0003576","0","0","45","38","107","8","29.605263157894733","17.391304347826086","0.08853910477127398","1.54591404822611e-10","2.9315168096511724e-06","3.152168612528142e-08","8","2","6","0.2890625","0.2890625","0.19444444444444445"
"Xanthomonas_OG0004102","1","1","33","34","119","12","21.710526315789476","26.08695652173913","0.09787444389520514","1.8119841564914289e-10","3.4360655559546965e-06","3.6553888893135066e-08","5","3","3","1.0","1.0","0.40625"
"Xanthomonas_OG0006328","0","0","0","14","152","32","0.0","69.56521739130434","0.0","2.3517041098238745e-10","4.459536503459013e-06","4.694248951009488e-08","3","0","3","0.25","0.25","0.000999000999000999"
"Xanthomonas_OG0003908","1","1","57","41","95","5","37.5","10.869565217391305","0.07317073170731707","2.442298797661306e-10","4.631331210005134e-06","4.824303343755348e-08","2","2","1","0.5","1.0","1.0"
"Xanthomonas_OG0005107","0","0","7","21","145","25","4.605263157894736","54.347826086956516","0.05747126436781609","2.6492486051831493e-10","5.023770130008806e-06","5.1791444639266035e-08","4","2","3","0.625","1.0","0.07992007992007992"
"Xanthomonas_OG0003663","0","0","62","42","90","4","40.78947368421053","8.695652173913043","0.0656084656084656","3.029646784528564e-10","5.745119197501516e-06","5.862366528062771e-08","7","3","5","0.453125","1.0","0.08691308691308691"
"Xanthomonas_OG0003797","0","0","47","38","105","8","30.92105263157895","17.391304347826086","0.09423558897243108","4.923383224057004e-10","9.336211607779297e-06","9.337001538355008e-08","7","5","6","0.125","0.453125","0.05094905094905095"
"Xanthomonas_OG0003739","1","1","67","43","85","3","44.07894736842105","6.521739130434782","0.05499316005471956","4.923799788195438e-10","9.337001538355008e-06","9.337001538355008e-08","5","3","2","1.0","1.0","0.90625"
"Xanthomonas_OG0003410","0","0","89","4","63","42","58.55263157894737","91.30434782608695","14.833333333333334","6.513195066632629e-10","1.2350971804855453e-05","1.1991234761995586e-07","4","2","3","0.625","1.0","0.84375"
"Xanthomonas_OG0003444","0","0","89","4","63","42","58.55263157894737","91.30434782608695","14.833333333333334","6.513195066632629e-10","1.2350971804855453e-05","1.1991234761995586e-07","4","2","3","0.625","1.0","1.0"
"Xanthomonas_OG0003453","0","0","89","4","63","42","58.55263157894737","91.30434782608695","14.833333333333334","6.513195066632629e-10","1.2350971804855453e-05","1.1991234761995586e-07","4","2","3","0.625","1.0","1.0"
"Xanthomonas_OG0003435","1","0","93","5","59","41","61.18421052631579","89.13043478260869","12.92542372881356","7.417016689731757e-10","1.406488874873833e-05","1.3144755839942364e-07","6","4","4","0.6875","0.6875","0.375"
"Xanthomonas_OG0003864","1","1","59","41","93","5","38.81578947368421","10.869565217391305","0.07736690270128507","7.417016689731757e-10","1.406488874873833e-05","1.3144755839942364e-07","4","4","1","0.125","0.625","0.65625"
"Xanthomonas_OG0003896","1","1","59","41","93","5","38.81578947368421","10.869565217391305","0.07736690270128507","7.417016689731757e-10","1.406488874873833e-05","1.3144755839942364e-07","4","4","1","0.125","0.625","0.71875"
"Xanthomonas_OG0003910","1","1","59","41","93","5","38.81578947368421","10.869565217391305","0.07736690270128507","7.417016689731757e-10","1.406488874873833e-05","1.3144755839942364e-07","3","3","1","0.25","1.0","0.96875"
"Xanthomonas_OG0003454","0","0","88","4","64","42","57.89473684210527","91.30434782608695","14.4375","8.269436360274102e-10","1.568133216998778e-05","1.4386543275218146e-07","4","2","3","0.625","1.0","0.78125"
"Xanthomonas_OG0003520","0","0","88","4","64","42","57.89473684210527","91.30434782608695","14.4375","8.269436360274102e-10","1.568133216998778e-05","1.4386543275218146e-07","4","2","3","0.625","1.0","0.9375"
"Xanthomonas_OG0003862","1","1","60","41","92","5","39.473684210526315","10.869565217391305","0.07953340402969247","9.845424711458048e-10","1.86698788803379e-05","1.6972617163943545e-07","4","4","1","0.125","0.625","0.90625"
"Xanthomonas_OG0003519","0","0","45","37","107","9","29.605263157894733","19.565217391304348","0.10229856024248547","1.149877065478896e-09","2.1805118792676307e-05","1.946885606488956e-07","8","3","8","0.0078125","0.7265625","0.015984015984015984"
"Xanthomonas_OG0003549","0","0","45","37","107","9","29.605263157894733","19.565217391304348","0.10229856024248547","1.149877065478896e-09","2.1805118792676307e-05","1.946885606488956e-07","8","3","8","0.0078125","0.7265625","0.014985014985014986"
"Xanthomonas_OG0004216","0","0","7","20","145","26","4.605263157894736","56.52173913043478","0.06275862068965517","1.31338687658599e-09","2.490575534070013e-05","2.1847153807631692e-07","4","3","2","0.625","1.0","0.25"
"Xanthomonas_OG0005289","0","0","7","20","145","26","4.605263157894736","56.52173913043478","0.06275862068965517","1.31338687658599e-09","2.490575534070013e-05","2.1847153807631692e-07","4","3","2","0.625","1.0","0.40625"
"Xanthomonas_OG0003878","1","1","69","43","83","3","45.39473684210527","6.521739130434782","0.05799943961894088","1.4647426964751854e-09","2.777591575325894e-05","2.4152970220225167e-07","8","3","6","0.2890625","0.7265625","0.07292707292707293"
"Xanthomonas_OG0003521","0","0","86","4","66","42","56.57894736842105","91.30434782608695","13.681818181818182","2.2528491873656866e-09","4.272077914001552e-05","3.682825787932372e-07","4","2","3","0.625","1.0","0.96875"
"Xanthomonas_OG0003907","0","0","57","40","95","6","37.5","13.043478260869565","0.09","2.3270752818774223e-09","4.412832857024156e-05","3.739688861884878e-07","7","5","3","0.453125","1.0","0.625"
"Xanthomonas_OG0003971","1","1","57","40","95","6","37.5","13.043478260869565","0.09","2.3270752818774223e-09","4.412832857024156e-05","3.739688861884878e-07","4","4","1","0.125","0.625","0.21212121212121213"
"Xanthomonas_OG0005206","0","0","5","18","147","28","3.289473684210526","60.86956521739131","0.05291005291005291","2.751444626402356e-09","5.217564445046788e-05","4.3845079370141076e-07","4","2","2","1.0","1.0","0.90625"
"Xanthomonas_OG0003357","0","0","58","40","94","6","38.15789473684211","13.043478260869565","0.0925531914893617","2.87536170105091e-09","5.45254839370284e-05","4.469301962051508e-07","8","1","8","0.0078125","0.0703125","0.001998001998001998"
"Xanthomonas_OG0003827","1","1","58","40","94","6","38.15789473684211","13.043478260869565","0.0925531914893617","2.87536170105091e-09","5.45254839370284e-05","4.469301962051508e-07","6","5","1","0.21875","0.21875","0.25"
"Xanthomonas_OG0003961","1","1","58","40","94","6","38.15789473684211","13.043478260869565","0.0925531914893617","2.87536170105091e-09","5.45254839370284e-05","4.469301962051508e-07","5","5","1","0.0625","0.375","0.2"
"Xanthomonas_OG0003474","0","0","85","4","67","42","55.92105263157895","91.30434782608695","13.32089552238806","3.011574769973273e-09","5.7108492363003175e-05","4.642966858780746e-07","4","2","3","0.625","1.0","1.0"
"Xanthomonas_OG0003671","0","0","35","33","117","13","23.026315789473685","28.26086956521739","0.11784511784511785","3.0926038300575153e-09","5.864504642938066e-05","4.72943922817586e-07","7","5","4","0.453125","1.0","0.375"
"Xanthomonas_OG0003781","1","1","63","41","89","5","41.44736842105263","10.869565217391305","0.08632502055357633","3.725872032740568e-09","7.065371135685939e-05","5.652296908548751e-07","8","3","5","0.7265625","0.7265625","0.875"
"Xanthomonas_OG0003648","1","1","84","45","68","1","55.26315789473685","2.1739130434782608","0.027450980392156862","3.8299235775619134e-09","7.262684080130657e-05","5.673971937602076e-07","3","1","3","0.25","1.0","0.001998001998001998"
"Xanthomonas_OG0003655","1","1","84","45","68","1","55.26315789473685","2.1739130434782608","0.027450980392156862","3.8299235775619134e-09","7.262684080130657e-05","5.673971937602076e-07","3","1","3","0.25","1.0","0.001998001998001998"
