gene.id,score_enriched_binary,z.score_enriched_binary,p.value_enriched_binary,score_depletion_binary,z.score_depletion_binary,p.value_depletion_binary,score_enriched_rawcounts,z.score_enriched_rawcounts,p.value_enriched_rawcounts,score_depletion_rawcounts,z.score_depletion_rawcounts,p.value_depletion_rawcounts
Xanthomonas_OG0001511,0,-0.35760666,1,0.282049401,-0.123089306,0.52233677,0.32862729,-0.12303673,0.469215888,0.238668037,-0.148453423,0.577207497
Xanthomonas_OG0001512,0,-0.35760666,1,0,-0.215446825,1,0.349907768,-0.103361598,0.446778465,0.222470215,-0.157106179,0.599142028
Xanthomonas_OG0001513,0,-0.35760666,1,0,-0.215446825,1,0.349907768,-0.103361598,0.446778465,0.222470215,-0.157106179,0.599142028
Xanthomonas_OG0001514,0,-0.35760666,1,0,-0.215446825,1,0.349907768,-0.103361598,0.446778465,0.222470215,-0.157106179,0.599142028
Xanthomonas_OG0001515,0,-0.35760666,1,0.565470452,-0.030282637,0.271975353,0.308187222,-0.141934851,0.491827466,0.255741223,-0.139333054,0.554956288
Xanthomonas_OG0001516,0,-0.35760666,1,0,-0.215446825,1,0.349907768,-0.103361598,0.446778465,0.222470215,-0.157106179,0.599142028
Xanthomonas_OG0001517,0,-0.35760666,1,0.282049401,-0.123089306,0.52233677,0.32862729,-0.12303673,0.469215888,0.238668037,-0.148453423,0.577207497
Xanthomonas_OG0001518,0,-0.35760666,1,0.282049401,-0.123089306,0.52233677,0.32862729,-0.12303673,0.469215888,0.238668037,-0.148453423,0.577207497
Xanthomonas_OG0001519,0.33124025,-0.115923114,0.466401298,0.049514451,-0.19923324,0.892247929,0.375729021,-0.079488236,0.420989224,0.204471,-0.166721225,0.624495049
Xanthomonas_OG0001520,0,-0.35760666,1,0,-0.215446825,1,0.349907768,-0.103361598,0.446778465,0.222470215,-0.157106179,0.599142028
Xanthomonas_OG0001521,0,-0.35760666,1,0,-0.215446825,1,0.349907768,-0.103361598,0.446778465,0.222470215,-0.157106179,0.599142028
Xanthomonas_OG0001522,0,-0.35760666,1,0,-0.215446825,1,0.349907768,-0.103361598,0.446778465,0.222470215,-0.157106179,0.599142028
Xanthomonas_OG0001523,0,-0.35760666,1,0,-0.215446825,1,0.349907768,-0.103361598,0.446778465,0.222470215,-0.157106179,0.599142028
Xanthomonas_OG0001524,0,-0.35760666,1,0,-0.215446825,1,0.349907768,-0.103361598,0.446778465,0.222470215,-0.157106179,0.599142028
Xanthomonas_OG0001525,0,-0.35760666,1,0,-0.215446825,1,0.349907768,-0.103361598,0.446778465,0.222470215,-0.157106179,0.599142028
Xanthomonas_OG0001526,0.320878189,-0.123483607,0.47766323,0,-0.215446825,1,0.373872722,-0.0812045,0.422792503,0.205797646,-0.166012541,0.622590306
Xanthomonas_OG0001527,0,-0.35760666,1,0,-0.215446825,1,0.349907768,-0.103361598,0.446778465,0.222470215,-0.157106179,0.599142028
Xanthomonas_OG0001528,0,-0.35760666,1,0,-0.215446825,1,0.349907768,-0.103361598,0.446778465,0.222470215,-0.157106179,0.599142028
Xanthomonas_OG0001529,0,-0.35760666,1,0,-0.215446825,1,0.349907768,-0.103361598,0.446778465,0.222470215,-0.157106179,0.599142028
Xanthomonas_OG0001530,0,-0.35760666,1,0,-0.215446825,1,0.349907768,-0.103361598,0.446778465,0.222470215,-0.157106179,0.599142028
Xanthomonas_OG0001531,0,-0.35760666,1,0.282049401,-0.123089306,0.52233677,0.32862729,-0.12303673,0.469215888,0.238668037,-0.148453423,0.577207497
Xanthomonas_OG0001532,0,-0.35760666,1,0,-0.215446825,1,0.349907768,-0.103361598,0.446778465,0.222470215,-0.157106179,0.599142028
Xanthomonas_OG0001533,0,-0.35760666,1,0.282049401,-0.123089306,0.52233677,0.32862729,-0.12303673,0.469215888,0.238668037,-0.148453423,0.577207497
Xanthomonas_OG0001534,0,-0.35760666,1,0.282049401,-0.123089306,0.52233677,0.32862729,-0.12303673,0.469215888,0.238668037,-0.148453423,0.577207497
Xanthomonas_OG0001535,0,-0.35760666,1,0.282049401,-0.123089306,0.52233677,0.32862729,-0.12303673,0.469215888,0.238668037,-0.148453423,0.577207497
Xanthomonas_OG0001536,0,-0.35760666,1,0.565470452,-0.030282637,0.271975353,0.308187222,-0.141934851,0.491827466,0.255741223,-0.139333054,0.554956288
Xanthomonas_OG0001537,0,-0.35760666,1,0.282049401,-0.123089306,0.52233677,0.32862729,-0.12303673,0.469215888,0.238668037,-0.148453423,0.577207497
Xanthomonas_OG0001538,0,-0.35760666,1,0.850277035,0.062977726,0.141163678,0.288579214,-0.160063681,0.514541947,0.273717287,-0.129730376,0.532454759
Xanthomonas_OG0001539,0,-0.35760666,1,0,-0.215446825,1,0.349907768,-0.103361598,0.446778465,0.222470215,-0.157106179,0.599142028
Xanthomonas_OG0001540,0,-0.35760666,1,0,-0.215446825,1,0.349907768,-0.103361598,0.446778465,0.222470215,-0.157106179,0.599142028
Xanthomonas_OG0001541,0,-0.35760666,1,0.282049401,-0.123089306,0.52233677,0.32862729,-0.12303673,0.469215888,0.238668037,-0.148453423,0.577207497
Xanthomonas_OG0001542,0.137853917,-0.257024006,0.728024647,0.111990107,-0.178775489,0.772698187,0.351597331,-0.101799492,0.445043712,0.221129612,-0.157822319,0.600994348
