gene.id,score_enriched_binary,z.score_enriched_binary,p.value_enriched_binary,score_depletion_binary,z.score_depletion_binary,p.value_depletion_binary,score_enriched_rawcounts,z.score_enriched_rawcounts,p.value_enriched_rawcounts,score_depletion_rawcounts,z.score_depletion_rawcounts,p.value_depletion_rawcounts
Xanthomonas_OG0010840,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010841,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010842,0,-0.257329281,1,0.124156928,-0.223074171,0.751351351,0,-0.31536345,1,0.123197367,-0.29221422,0.753013276
Xanthomonas_OG0010843,0,-0.257329281,1,0.124156928,-0.223074171,0.751351351,0,-0.31536345,1,0.123197367,-0.29221422,0.753013276
Xanthomonas_OG0010844,0,-0.257329281,1,0.124156928,-0.223074171,0.751351351,0,-0.31536345,1,0.123197367,-0.29221422,0.753013276
Xanthomonas_OG0010845,0,-0.257329281,1,0.124156928,-0.223074171,0.751351351,0,-0.31536345,1,0.123197367,-0.29221422,0.753013276
Xanthomonas_OG0010846,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010847,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010848,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010849,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010850,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010851,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010852,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010853,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010854,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010855,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010856,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010857,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010858,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010859,0,-0.257329281,1,0.124156928,-0.223074171,0.751351351,0,-0.31536345,1,0.123197367,-0.29221422,0.753013276
Xanthomonas_OG0010860,0,-0.257329281,1,0.249095665,-0.134680968,0.563513514,0,-0.31536345,1,0.246394932,-0.161725455,0.567028736
Xanthomonas_OG0010861,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010862,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010863,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010864,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010865,0.237970969,-0.129186075,0.578134692,0.072214061,-0.259823354,0.846809925,0.241830051,-0.101070939,0.573020223,0.072051654,-0.346386889,0.847126652
Xanthomonas_OG0010866,0.237970969,-0.129186075,0.578134692,0.072214061,-0.259823354,0.846809925,0.241830051,-0.101070939,0.573020223,0.072051654,-0.346386889,0.847126652
Xanthomonas_OG0010867,0,-0.257329281,1,0.124156928,-0.223074171,0.751351351,0,-0.31536345,1,0.123197367,-0.29221422,0.753013276
Xanthomonas_OG0010868,2.461620552,1.068210341,0.003454454,0,-0.310914251,1,2.429316572,1.83732331,0.003721204,0,-0.422702776,1
Xanthomonas_OG0010869,2.461620552,1.068210341,0.003454454,0,-0.310914251,1,2.429316572,1.83732331,0.003721204,0,-0.422702776,1
Xanthomonas_OG0010870,2.461620552,1.068210341,0.003454454,0,-0.310914251,1,2.429316572,1.83732331,0.003721204,0,-0.422702776,1
Xanthomonas_OG0010871,2.461620552,1.068210341,0.003454454,0,-0.310914251,1,2.429316572,1.83732331,0.003721204,0,-0.422702776,1
Xanthomonas_OG0010872,2.461620552,1.068210341,0.003454454,0,-0.310914251,1,2.429316572,1.83732331,0.003721204,0,-0.422702776,1
Xanthomonas_OG0010873,2.461620552,1.068210341,0.003454454,0,-0.310914251,1,2.429316572,1.83732331,0.003721204,0,-0.422702776,1
Xanthomonas_OG0010874,2.461620552,1.068210341,0.003454454,0,-0.310914251,1,2.429316572,1.83732331,0.003721204,0,-0.422702776,1
Xanthomonas_OG0010875,2.461620552,1.068210341,0.003454454,0,-0.310914251,1,2.429316572,1.83732331,0.003721204,0,-0.422702776,1
Xanthomonas_OG0010876,2.461620552,1.068210341,0.003454454,0,-0.310914251,1,2.429316572,1.83732331,0.003721204,0,-0.422702776,1
Xanthomonas_OG0010877,2.461620552,1.068210341,0.003454454,0,-0.310914251,1,2.429316572,1.83732331,0.003721204,0,-0.422702776,1
Xanthomonas_OG0010878,0,-0.257329281,1,0.374826187,-0.045727581,0.421865308,0,-0.31536345,1,0.369592694,-0.031236481,0.426979777
Xanthomonas_OG0010879,0,-0.257329281,1,0.249095665,-0.134680968,0.563513514,0,-0.31536345,1,0.246394932,-0.161725455,0.567028736
Xanthomonas_OG0010880,0,-0.257329281,1,0.374826187,-0.045727581,0.421865308,0,-0.31536345,1,0.369592694,-0.031236481,0.426979777
Xanthomonas_OG0010881,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010882,0,-0.257329281,1,0.249095665,-0.134680968,0.563513514,0,-0.31536345,1,0.246394932,-0.161725455,0.567028736
Xanthomonas_OG0010883,0,-0.257329281,1,0.249095665,-0.134680968,0.563513514,0,-0.31536345,1,0.246394932,-0.161725455,0.567028736
Xanthomonas_OG0010884,0,-0.257329281,1,0.249095665,-0.134680968,0.563513514,0,-0.31536345,1,0.246394932,-0.161725455,0.567028736
Xanthomonas_OG0010885,0,-0.257329281,1,0.374826187,-0.045727581,0.421865308,0,-0.31536345,1,0.369592694,-0.031236481,0.426979777
Xanthomonas_OG0010886,0,-0.257329281,1,0.374826187,-0.045727581,0.421865308,0,-0.31536345,1,0.369592694,-0.031236481,0.426979777
Xanthomonas_OG0010887,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010888,0,-0.257329281,1,0.124156928,-0.223074171,0.751351351,0,-0.31536345,1,0.123197367,-0.29221422,0.753013276
Xanthomonas_OG0010889,0,-0.257329281,1,0.124156928,-0.223074171,0.751351351,0,-0.31536345,1,0.123197367,-0.29221422,0.753013276
Xanthomonas_OG0010890,0,-0.257329281,1,0.249095665,-0.134680968,0.563513514,0,-0.31536345,1,0.246394932,-0.161725455,0.567028736
Xanthomonas_OG0010891,0,-0.257329281,1,0.374826187,-0.045727581,0.421865308,0,-0.31536345,1,0.369592694,-0.031236481,0.426979777
Xanthomonas_OG0010892,0,-0.257329281,1,0.374826187,-0.045727581,0.421865308,0,-0.31536345,1,0.369592694,-0.031236481,0.426979777
Xanthomonas_OG0010893,0,-0.257329281,1,0.374826187,-0.045727581,0.421865308,0,-0.31536345,1,0.369592694,-0.031236481,0.426979777
Xanthomonas_OG0010894,0,-0.257329281,1,0.124156928,-0.223074171,0.751351351,0,-0.31536345,1,0.123197367,-0.29221422,0.753013276
Xanthomonas_OG0010895,0,-0.257329281,1,0.124156928,-0.223074171,0.751351351,0,-0.31536345,1,0.123197367,-0.29221422,0.753013276
Xanthomonas_OG0010896,0.360029197,-0.063459854,0.436486486,0.027246915,-0.291637267,0.939189189,0.363540926,0.006780542,0.432971264,0.027335418,-0.393749566,0.938997816
Xanthomonas_OG0010897,0,-0.257329281,1,0.124156928,-0.223074171,0.751351351,0,-0.31536345,1,0.123197367,-0.29221422,0.753013276
Xanthomonas_OG0010898,0,-0.257329281,1,0.124156928,-0.223074171,0.751351351,0,-0.31536345,1,0.123197367,-0.29221422,0.753013276
Xanthomonas_OG0010899,0,-0.257329281,1,0.124156928,-0.223074171,0.751351351,0,-0.31536345,1,0.123197367,-0.29221422,0.753013276
Xanthomonas_OG0010900,0,-0.257329281,1,0.124156928,-0.223074171,0.751351351,0,-0.31536345,1,0.123197367,-0.29221422,0.753013276
Xanthomonas_OG0010901,0,-0.257329281,1,0.249095665,-0.134680968,0.563513514,0,-0.31536345,1,0.246394932,-0.161725455,0.567028736
Xanthomonas_OG0010902,0,-0.257329281,1,0.374826187,-0.045727581,0.421865308,0,-0.31536345,1,0.369592694,-0.031236481,0.426979777
Xanthomonas_OG0010903,0,-0.257329281,1,0.124156928,-0.223074171,0.751351351,0,-0.31536345,1,0.123197367,-0.29221422,0.753013276
Xanthomonas_OG0010904,0,-0.257329281,1,0.124156928,-0.223074171,0.751351351,0,-0.31536345,1,0.123197367,-0.29221422,0.753013276
Xanthomonas_OG0010905,0,-0.257329281,1,0.374826187,-0.045727581,0.421865308,0,-0.31536345,1,0.369592694,-0.031236481,0.426979777
Xanthomonas_OG0010906,0,-0.257329281,1,0.374826187,-0.045727581,0.421865308,0,-0.31536345,1,0.369592694,-0.031236481,0.426979777
Xanthomonas_OG0010907,0,-0.257329281,1,0.374826187,-0.045727581,0.421865308,0,-0.31536345,1,0.369592694,-0.031236481,0.426979777
Xanthomonas_OG0010908,0,-0.257329281,1,0.374826187,-0.045727581,0.421865308,0,-0.31536345,1,0.369592694,-0.031236481,0.426979777
Xanthomonas_OG0010909,0,-0.257329281,1,0.249095665,-0.134680968,0.563513514,0,-0.31536345,1,0.246394932,-0.161725455,0.567028736
Xanthomonas_OG0010910,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010911,0,-0.257329281,1,0.374826187,-0.045727581,0.421865308,0,-0.31536345,1,0.369592694,-0.031236481,0.426979777
Xanthomonas_OG0010912,0,-0.257329281,1,0.374826187,-0.045727581,0.421865308,0,-0.31536345,1,0.369592694,-0.031236481,0.426979777
Xanthomonas_OG0010913,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010914,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010915,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010916,0,-0.257329281,1,0.249095665,-0.134680968,0.563513514,0,-0.31536345,1,0.246394932,-0.161725455,0.567028736
Xanthomonas_OG0010917,0,-0.257329281,1,0.249095665,-0.134680968,0.563513514,0,-0.31536345,1,0.246394932,-0.161725455,0.567028736
Xanthomonas_OG0010918,0,-0.257329281,1,0.249095665,-0.134680968,0.563513514,0,-0.31536345,1,0.246394932,-0.161725455,0.567028736
Xanthomonas_OG0010919,0,-0.257329281,1,0.124156928,-0.223074171,0.751351351,0,-0.31536345,1,0.123197367,-0.29221422,0.753013276
Xanthomonas_OG0010920,0,-0.257329281,1,0.124156928,-0.223074171,0.751351351,0,-0.31536345,1,0.123197367,-0.29221422,0.753013276
Xanthomonas_OG0010921,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010922,0.360029197,-0.063459854,0.436486486,0.027246915,-0.291637267,0.939189189,0.363540926,0.006780542,0.432971264,0.027335418,-0.393749566,0.938997816
Xanthomonas_OG0010923,0.360029197,-0.063459854,0.436486486,0.027246915,-0.291637267,0.939189189,0.363540926,0.006780542,0.432971264,0.027335418,-0.393749566,0.938997816
Xanthomonas_OG0010924,0,-0.257329281,1,0.124156928,-0.223074171,0.751351351,0,-0.31536345,1,0.123197367,-0.29221422,0.753013276
Xanthomonas_OG0010925,0.360029197,-0.063459854,0.436486486,0.027246915,-0.291637267,0.939189189,0.363540926,0.006780542,0.432971264,0.027335418,-0.393749566,0.938997816
Xanthomonas_OG0010926,0,-0.257329281,1,0.374826187,-0.045727581,0.421865308,0,-0.31536345,1,0.369592694,-0.031236481,0.426979777
Xanthomonas_OG0010927,0.164461623,-0.168769573,0.68475999,0.129747597,-0.219118816,0.741741201,0.168463591,-0.166083053,0.678478998,0.128803089,-0.286276735,0.743356103
Xanthomonas_OG0010928,0,-0.257329281,1,0.374826187,-0.045727581,0.421865308,0,-0.31536345,1,0.369592694,-0.031236481,0.426979777
Xanthomonas_OG0010929,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010930,0.164461623,-0.168769573,0.68475999,0.129747597,-0.219118816,0.741741201,0.168463591,-0.166083053,0.678478998,0.128803089,-0.286276735,0.743356103
Xanthomonas_OG0010931,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010932,0,-0.257329281,1,0.124156928,-0.223074171,0.751351351,0,-0.31536345,1,0.123197367,-0.29221422,0.753013276
Xanthomonas_OG0010933,0,-0.257329281,1,0.249095665,-0.134680968,0.563513514,0,-0.31536345,1,0.246394932,-0.161725455,0.567028736
Xanthomonas_OG0010934,0,-0.257329281,1,0.249095665,-0.134680968,0.563513514,0,-0.31536345,1,0.246394932,-0.161725455,0.567028736
Xanthomonas_OG0010935,0,-0.257329281,1,0.249095665,-0.134680968,0.563513514,0,-0.31536345,1,0.246394932,-0.161725455,0.567028736
Xanthomonas_OG0010936,0,-0.257329281,1,0.249095665,-0.134680968,0.563513514,0,-0.31536345,1,0.246394932,-0.161725455,0.567028736
Xanthomonas_OG0010937,0.81476937,0.181409778,0.153190075,0.006396776,-0.306388581,0.985378821,0.815668223,0.407423446,0.152873348,0.006593136,-0.415719438,0.984933398
Xanthomonas_OG0010938,0,-0.257329281,1,0.249095665,-0.134680968,0.563513514,0,-0.31536345,1,0.246394932,-0.161725455,0.567028736
Xanthomonas_OG0010939,0.237970969,-0.129186075,0.578134692,0.072214061,-0.259823354,0.846809925,0.241830051,-0.101070939,0.573020223,0.072051654,-0.346386889,0.847126652
Xanthomonas_OG0010940,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010941,0,-0.257329281,1,0.374826187,-0.045727581,0.421865308,0,-0.31536345,1,0.369592694,-0.031236481,0.426979777
Xanthomonas_OG0010942,0,-0.257329281,1,0.249095665,-0.134680968,0.563513514,0,-0.31536345,1,0.246394932,-0.161725455,0.567028736
Xanthomonas_OG0010943,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010944,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010945,0,-0.257329281,1,0.501358667,0.043793183,0.31524001,0,-0.31536345,1,0.492790653,0.099252702,0.321521002
Xanthomonas_OG0010946,0,-0.257329281,1,0.249095665,-0.134680968,0.563513514,0,-0.31536345,1,0.246394932,-0.161725455,0.567028736
Xanthomonas_OG0010947,0.237970969,-0.129186075,0.578134692,0.072214061,-0.259823354,0.846809925,0.241830051,-0.101070939,0.573020223,0.072051654,-0.346386889,0.847126652
Xanthomonas_OG0010948,0,-0.257329281,1,0.124156928,-0.223074171,0.751351351,0,-0.31536345,1,0.123197367,-0.29221422,0.753013276
Xanthomonas_OG0010949,0.360029197,-0.063459854,0.436486486,0.027246915,-0.291637267,0.939189189,0.363540926,0.006780542,0.432971264,0.027335418,-0.393749566,0.938997816
Xanthomonas_OG0010950,0.604413897,0.068137033,0.248648649,0,-0.310914251,1,0.60732639,0.2228058,0.246986724,0,-0.422702776,1
